candidate,state,district,office,year,party,district_i,cand_id,fec_raw_name,cand_ici,bonica_rid,ICPSR,NID,cfscore,seat,lname,fname,cfscore_dyn,dwnom1,dwnom2,dime_district,dime_ico,candidate_icpsr,name_key,party_full,stage,data_source,district_id,candidate_year_stage,on_ballot,general_votes
Jacqueline Gordon,NY,2.0,house,2024,D,2.0,H0NY02192,"GORDON, JACQUELINE",C,cand149111,H0NY021922022,NH0NY02192,-0.941,federal:house,gordon,jacqueline,,,,,,"Gordon, Jacqueline",gordon_jacqueline,democrat,2,general_wayback,NY02,"Gordon, Jacqueline_2024_2",False,
Jonathan Michael Nez,AZ,2.0,house,2024,D,2.0,H4AZ02184,"NEZ, JONATHAN MICHAEL",C,,,,,,,,,,,,,"Nez, Jonathan Michael",nez_jonathan,democrat,2,general_wayback,AZ02,"Nez, Jonathan Michael_2024_2",True,184963
Bryon L Best,SC,3.0,house,2024,D,3.0,H4SC03244,"BEST, BRYON L",O,,,,,,,,,,,,,"Best, Bryon L",best_bryon,democrat,2,general_wayback,SC03,"Best, Bryon L_2024_2",True,87735
Peter Christofides,NY,3.0,house,2024,R,3.0,H4NY03226,"CHRISTOFIDES, PETER",O,,,,,,,,,,,,,"Christofides, Peter",christofides_peter,republican,2,general_wayback,NY03,"Christofides, Peter_2024_2",False,
"Steven Commander Usn, (Ret) Wendelin",WV,2.0,house,2024,D,2.0,H4WV02247,"WENDELIN, STEVEN COMMANDER USN, (RET)",O,,,,,,,,,,,,,"Wendelin, Steven Commander Usn, (Ret)",wendelin_steven,democrat,2,general_wayback,WV02,"Wendelin, Steven Commander Usn, (Ret)_2024_2",True,110775
Michael Adrian Tillinghast,RI,1.0,house,2024,D,1.0,H4RI01240,"TILLINGHAST, MICHAEL ADRIAN",O,,,,,,,,,,,,,"Tillinghast, Michael Adrian",tillinghast_michael,democrat,2,general_wayback,RI01,"Tillinghast, Michael Adrian_2024_2",False,
Frank J. Mrvan,IN,1.0,house,2024,D,1.0,H0IN01150,"MRVAN, FRANK J.",I,cand153013,H0IN011502022,NH0IN01150,-0.7,federal:house,mrvan,frank,,,,,,"Mrvan, Frank J.",mrvan_frank,democrat,2,general_wayback,IN01,"Mrvan, Frank J._2024_2",True,172467
Jeffrey Hurd,CO,3.0,house,2024,R,3.0,H4CO03357,"HURD, JEFFREY",O,,,,,,,,,,,,,"Hurd, Jeffrey",hurd_jeffrey,republican,2,general_wayback,CO03,"Hurd, Jeffrey_2024_2",True,201951
Gregory Thomas Coll,MD,8.0,house,2024,R,8.0,H0MD08203,"COLL, GREGORY THOMAS",C,cand153166,H0MD082032022,NH0MD08203,1.423,federal:house,coll,gregory,,,,,,"Coll, Gregory Thomas",coll_gregory,republican,2,general_wayback,MD08,"Coll, Gregory Thomas_2024_2",False,
Charles F. Bass,NH,2.0,house,2024,R,2.0,H0NH02017,"BASS, CHARLES F.",C,cand1375,295382012,N00000423,0.876,federal:house,bass,charles,,,,,,"Bass, Charles F.",bass_charles,republican,2,general_wayback,NH02,"Bass, Charles F._2024_2",False,
Rudy Recile,CA,8.0,house,2024,R,8.0,H2CA00153,"RECILE, RUDY",C,cand210793,H2CA001532022,NH2CA00153,1.457,federal:house,recile,rudy,,,,,,"Recile, Rudy",recile_rudy,republican,2,general_wayback,CA08,"Recile, Rudy_2024_2",True,71068
Nirav Sheth,WA,10.0,house,2024,R,10.0,H4WA08147,"SHETH, NIRAV",C,,,,,,,,,,,,,"Sheth, Nirav",sheth_nirav,republican,2,general_wayback,WA10,"Sheth, Nirav_2024_2",False,
Clarence Lam,MD,3.0,house,2024,D,3.0,H4MD03198,"LAM, CLARENCE",O,,,,,,,,,,,,,"Lam, Clarence",lam_clarence,democrat,2,general_wayback,MD03,"Lam, Clarence_2024_2",False,
Aejaz (Raji) Rab,CA,32.0,house,2024,D,32.0,H4CA30123,"RAB, AEJAZ (RAJI)",C,cand9997219,H4CA301232022,N00036728,-0.627,federal:house,rab,aejaz,,,,,,"Rab, Aejaz (Raji)",rab_aejaz,democrat,2,general_wayback,CA32,"Rab, Aejaz (Raji)_2024_2",False,
Brittany Louise Pettersen,CO,7.0,house,2024,D,7.0,H8CO07045,"PETTERSEN, BRITTANY LOUISE",I,cand140575,H8CO070452022,NH8CO07045,-0.889,federal:house,pettersen,brittany,,,,,,"Pettersen, Brittany Louise",pettersen_brittany,democrat,2,general_wayback,CO07,"Pettersen, Brittany Louise_2024_2",True,235688
Malcolm Graham,NC,12.0,house,2024,D,12.0,H4NC12084,"GRAHAM, MALCOLM",C,cand160454,H4NC120842016,N00035449,-0.268,federal:house,graham,malcolm,,,,,,"Graham, Malcolm",graham_malcolm,democrat,2,general_wayback,NC12,"Graham, Malcolm_2024_2",False,
Johnny Ray Mr. Salling,MD,2.0,house,2024,R,2.0,H0MD02230,"SALLING, JOHNNY RAY MR.",C,cand153116,H0MD022302020,NH0MD02230,0.564,federal:house,salling,johnny,,,,,,"Salling, Johnny Ray Mr.",salling_johnny,republican,2,general_wayback,MD02,"Salling, Johnny Ray Mr._2024_2",False,
Sarah Schoengood,NJ,3.0,house,2024,D,3.0,H4NJ03221,"SCHOENGOOD, SARAH",O,,,,,,,,,,,,,"Schoengood, Sarah",schoengood_sarah,democrat,2,general_wayback,NJ03,"Schoengood, Sarah_2024_2",False,
Dwight Evans,PA,3.0,house,2024,D,3.0,H6PA02171,"EVANS, DWIGHT",I,cand102081,H6PA021712022,NH6PA02171,-0.508,federal:house,evans,dwight,,,,,,"Evans, Dwight",evans_dwight,democrat,2,general_wayback,PA03,"Evans, Dwight_2024_2",True,340223
Randi Mccallian Mccallian,MO,8.0,house,2024,D,8.0,H2MO08091,"MCCALLIAN, RANDI MCCALLIAN",C,cand212057,H2MO080912022,NH2MO08091,-1.161,federal:house,mccallian,randi,,,,,,"Mccallian, Randi Mccallian",mccallian_randi,democrat,2,general_wayback,MO08,"Mccallian, Randi Mccallian_2024_2",True,77649
Jesus Navarro,FL,24.0,house,2024,R,24.0,H2FL24078,"NAVARRO, JESUS",C,cand211362,H2FL240782022,NH2FL24078,1.246,federal:house,navarro,jesus,,,,,,"Navarro, Jesus",navarro_jesus,republican,2,general_wayback,FL24,"Navarro, Jesus_2024_2",True,90692
Matthew A. Cartwright,PA,8.0,house,2024,D,8.0,H2PA17079,"CARTWRIGHT, MATTHEW A.",I,cand44515,H2PA170792022,N00034128,-0.83,federal:house,cartwright,matthew,,,,,,"Cartwright, Matthew A.",cartwright_matthew,democrat,2,general_wayback,PA08,"Cartwright, Matthew A._2024_2",True,189411
David B. Mr. Mckinley,WV,2.0,house,2024,R,2.0,H0WV01072,"MCKINLEY, DAVID B. MR.",I,cand1176,H0WV010722022,N00031681,0.564,federal:house,mckinley,david,,,,,,"Mckinley, David B. Mr.",mckinley_david,republican,2,general_wayback,WV02,"Mckinley, David B. Mr._2024_2",False,
Sergei Matveyuk,CO,7.0,house,2024,R,7.0,H4CO07085,"MATVEYUK, SERGEI",C,,,,,,,,,,,,,"Matveyuk, Sergei",matveyuk_sergei,republican,2,general_wayback,CO07,"Matveyuk, Sergei_2024_2",True,175273
Stacey Plaskett,VI,0.0,house,2024,D,0.0,H2VI00082,"PLASKETT, STACEY",I,cand121712,H2VI000822022,N00035000,-0.497,federal:house,plaskett,stacey,,,,,,"Plaskett, Stacey",plaskett_stacey,democrat,2,general_wayback,VI01,"Plaskett, Stacey_2024_2",False,
Darin Mckay Lahood,IL,16.0,house,2024,R,16.0,H6IL18088,"LAHOOD, DARIN MCKAY",I,cand124648,H6IL180882022,NH6IL18088,0.876,federal:house,lahood,darin,,,,,,"Lahood, Darin Mckay",lahood_darin,republican,2,general_wayback,IL16,"Lahood, Darin Mckay_2024_2",True,310925
Jim Himes,CT,4.0,house,2024,D,4.0,H8CT04172,"HIMES, JIM",I,cand1034,209072022,N00029070,-0.851,federal:house,himes,jim,,,,,,"Himes, Jim",himes_jim,democrat,2,general_wayback,CT04,"Himes, Jim_2024_2",True,200791
Katrina Shankland,WI,3.0,house,2024,D,3.0,H4WI03201,"SHANKLAND, KATRINA",C,,,,,,,,,,,,,"Shankland, Katrina",shankland_katrina,democrat,2,general_wayback,WI03,"Shankland, Katrina_2024_2",False,
Kevin Bishop,SC,3.0,house,2024,R,3.0,H4SC03236,"BISHOP, KEVIN",O,,,,,,,,,,,,,"Bishop, Kevin",bishop_kevin,republican,2,general_wayback,SC03,"Bishop, Kevin_2024_2",False,
Sarah Gad,MN,5.0,house,2024,D,5.0,H4MN05097,"GAD, SARAH",C,,,,,,,,,,,,,"Gad, Sarah",gad_sarah,democrat,2,general_wayback,MN05,"Gad, Sarah_2024_2",False,
Earl William Davis Ii,TX,4.0,house,2024,D,4.0,H2TX04108,"DAVIS II, EARL WILLIAM",C,,,,,,,,,,,,,"Davis Ii, Earl William",davisii_earl,democrat,2,general_wayback,TX04,"Davis Ii, Earl William_2024_2",False,
Matthew Stoll,CA,21.0,house,2024,R,21.0,H2CA22249,"STOLL, MATTHEW",O,cand210909,H2CA222492022,NH2CA22249,1.429,federal:house,stoll,matthew,,,,,,"Stoll, Matthew",stoll_matthew,republican,2,general_wayback,CA21,"Stoll, Matthew_2024_2",False,
Sarah Freeman,TN,8.0,house,2024,D,8.0,H4TN08123,"FREEMAN, SARAH",C,,,,,,,,,,,,,"Freeman, Sarah",freeman_sarah,democrat,2,general_wayback,TN08,"Freeman, Sarah_2024_2",True,85043
Vinson Watkins,GA,8.0,house,2024,D,8.0,H4GA08125,"WATKINS, VINSON",C,,,,,,,,,,,,,"Watkins, Vinson",watkins_vinson,democrat,2,general_wayback,GA08,"Watkins, Vinson_2024_2",False,
Gregory J. Pence,IN,6.0,house,2024,R,6.0,H8IN06129,"PENCE, GREGORY J.",I,cand142488,H8IN061292022,NH8IN06129,1.328,federal:house,pence,gregory,,,,,,"Pence, Gregory J.",pence_gregory,republican,2,general_wayback,IN06,"Pence, Gregory J._2024_2",False,
Gregory Scott Jr. Kunkle,TX,34.0,house,2024,R,34.0,H2TX34220,"KUNKLE, GREGORY SCOTT JR.",C,cand213140,H2TX342202022,NH2TX34220,0.48,federal:house,kunkle,gregory,,,,,,"Kunkle, Gregory Scott Jr.",kunkle_gregory,republican,2,general_wayback,TX34,"Kunkle, Gregory Scott Jr._2024_2",False,
Mark Eugene Amodei,NV,2.0,house,2024,R,2.0,H2NV02395,"AMODEI, MARK EUGENE",I,cand1184,H2NV023952022,N00031177,1.018,federal:house,amodei,mark,,,,,,"Amodei, Mark Eugene",amodei_mark,republican,2,general_wayback,NV02,"Amodei, Mark Eugene_2024_2",True,219919
Larry Kidd,OH,2.0,house,2024,R,2.0,H4OH02206,"KIDD, LARRY",O,,,,,,,,,,,,,"Kidd, Larry",kidd_larry,republican,2,general_wayback,OH02,"Kidd, Larry_2024_2",False,
Jeff Warner,MD,4.0,house,2024,R,4.0,H2MD04307,"WARNER, JEFF",O,cand211811,H2MD043072022,NH2MD04307,1.833,federal:house,warner,jeff,,,,,,"Warner, Jeff",warner_jeff,republican,2,general_wayback,MD04,"Warner, Jeff_2024_2",False,
Adam Thomas Mr Medeiros,CA,21.0,house,2024,R,21.0,H2CA21225,"MEDEIROS, ADAM THOMAS MR",C,cand210898,H2CA212252022,NH2CA21225,1.475,federal:house,medeiros,adam,,,,,,"Medeiros, Adam Thomas Mr",medeiros_adam,republican,2,general_wayback,CA21,"Medeiros, Adam Thomas Mr_2024_2",False,
Carolina Serrano,NV,1.0,house,2024,R,1.0,H2NV04094,"SERRANO, CAROLINA",C,cand212401,H2NV040942022,NH2NV04094,1.478,federal:house,serrano,carolina,,,,,,"Serrano, Carolina",serrano_carolina,republican,2,general_wayback,NV01,"Serrano, Carolina_2024_2",False,
Nita M Lowey,NY,17.0,house,2024,D,17.0,H8NY20056,"LOWEY, NITA M",I,cand784,156122020,N00001024,-0.793,federal:house,lowey,nita,,,,,,"Lowey, Nita M",lowey_nita,democrat,2,general_wayback,NY17,"Lowey, Nita M_2024_2",False,
Lucia Kay Ms. Mcbath,GA,6.0,house,2024,D,6.0,H8GA06393,"MCBATH, LUCIA KAY MS.",I,cand144627,H8GA063932022,NH8GA06393,-1.05,federal:house,mcbath,lucia,,,,,,"Mcbath, Lucia Kay Ms.",mcbath_lucia,democrat,2,general_wayback,GA06,"Mcbath, Lucia Kay Ms._2024_2",True,277027
Devin Hermanson,WA,2.0,house,2024,D,2.0,H4WA02181,"HERMANSON, DEVIN",C,,,,,,,,,,,,,"Hermanson, Devin",hermanson_devin,democrat,2,general_wayback,WA02,"Hermanson, Devin_2024_2",False,
Benjamin Thomas Mr Solomon,CA,16.0,house,2024,R,16.0,H2CA16159,"SOLOMON, BENJAMIN THOMAS MR",C,,,,,,,,,,,,,"Solomon, Benjamin Thomas Mr",solomon_benjamin,republican,2,general_wayback,CA16,"Solomon, Benjamin Thomas Mr_2024_2",False,
Adrian Smith,NE,3.0,house,2024,R,3.0,H6NE03115,"SMITH, ADRIAN",I,cand993,207292022,N00027623,1.175,federal:house,smith,adrian,,,,,,"Smith, Adrian",smith_adrian,republican,2,general_wayback,NE03,"Smith, Adrian_2024_2",True,243481
Randy Weber,TX,14.0,house,2024,R,14.0,H2TX14149,"WEBER, RANDY",I,cand44967,H2TX141492022,N00033539,1.099,federal:house,weber,randy,,,,,,"Weber, Randy",weber_randy,republican,2,general_wayback,TX14,"Weber, Randy_2024_2",True,210320
Daniel Goldman,NY,10.0,house,2024,D,10.0,H2NY10308,"GOLDMAN, DANIEL",I,cand157240,H2NY103082022,NH2NY10308,-0.668,federal:house,goldman,daniel,,,,,,"Goldman, Daniel",goldman_daniel,democrat,2,general_wayback,NY10,"Goldman, Daniel_2024_2",True,206206
Tekesha Martinez,MD,6.0,house,2024,D,6.0,H4MD06282,"MARTINEZ, TEKESHA",O,,,,,,,,,,,,,"Martinez, Tekesha",martinez_tekesha,democrat,2,general_wayback,MD06,"Martinez, Tekesha_2024_2",False,
John P. Mr. Sarbanes,MD,3.0,house,2024,D,3.0,H6MD03292,"SARBANES, JOHN P. MR.",I,cand988,207242022,N00027751,-0.81,federal:house,sarbanes,john,,,,,,"Sarbanes, John P. Mr.",sarbanes_john,democrat,2,general_wayback,MD03,"Sarbanes, John P. Mr._2024_2",False,
Jon Mark Mr Menefee,TX,9.0,house,2024,R,9.0,H0TX09168,"MENEFEE, JON MARK MR",C,cand146684,H0TX091682018,NH0TX09168,-0.114,federal:house,menefee,jon,,,,,,"Menefee, Jon Mark Mr",menefee_jon,republican,2,general_wayback,TX09,"Menefee, Jon Mark Mr_2024_2",False,
Mark Kilbane,NH,2.0,house,2024,R,2.0,H2NH01296,"KILBANE, MARK",O,,,,,,,,,,,,,"Kilbane, Mark",kilbane_mark,republican,2,general_wayback,NH02,"Kilbane, Mark_2024_2",False,
David Valadao,CA,22.0,house,2024,R,22.0,H2CA20094,"VALADAO, DAVID",I,cand40621,H2CA200942022,N00033367,1.111,federal:house,valadao,david,,,,,,"Valadao, David",valadao_david,republican,2,general_wayback,CA22,"Valadao, David_2024_2",True,89484
Christine Villaverde,NC,1.0,house,2024,R,1.0,H2NC08235,"VILLAVERDE, CHRISTINE",C,cand212161,H2NC082352022,NH2NC08235,1.205,federal:house,villaverde,christine,,,,,,"Villaverde, Christine",villaverde_christine,republican,2,general_wayback,NC01,"Villaverde, Christine_2024_2",False,
Jan Schneider,FL,16.0,house,2024,D,16.0,H2FL13139,"SCHNEIDER, JAN",C,cand41469,H2FL131392022,N00025314,-0.953,federal:house,schneider,jan,,,,,,"Schneider, Jan",schneider_jan,democrat,2,general_wayback,FL16,"Schneider, Jan_2024_2",True,168625
Rose Penelope Yee,CA,1.0,house,2024,D,1.0,H4CA01140,"YEE, ROSE PENELOPE",C,,,,,,,,,,,,,"Yee, Rose Penelope",yee_rose,democrat,2,general_wayback,CA01,"Yee, Rose Penelope_2024_2",True,110636
Seth Blane Hall,KY,4.0,house,2024,D,4.0,H8KY04169,"HALL, SETH BLANE",C,cand144073,H8KY041692020,NH8KY04169,-1.127,federal:house,hall,seth,,,,,,"Hall, Seth Blane",hall_seth,democrat,2,general_wayback,KY04,"Hall, Seth Blane_2024_2",False,
Jahmal Cole,IL,1.0,house,2024,D,1.0,H2IL01208,"COLE, JAHMAL",O,cand211512,H2IL012082022,NH2IL01208,-0.777,federal:house,cole,jahmal,,,,,,"Cole, Jahmal",cole_jahmal,democrat,2,general_wayback,IL01,"Cole, Jahmal_2024_2",False,
John J Jr. Padora,CO,4.0,house,2024,D,4.0,H4CO04165,"PADORA, JOHN J JR.",O,,,,,,,,,,,,,"Padora, John J Jr.",padora_john,democrat,2,general_wayback,CO04,"Padora, John J Jr._2024_2",False,
Stuart N. Ray,KY,3.0,house,2024,R,3.0,H2KY03214,"RAY, STUART N.",O,cand211702,H2KY032142022,NH2KY03214,0.819,federal:house,ray,stuart,,,,,,"Ray, Stuart N.",ray_stuart,republican,2,general_wayback,KY03,"Ray, Stuart N._2024_2",False,
Tamara Wilson,OH,4.0,house,2024,D,4.0,H2OH04164,"WILSON, TAMARA",C,,,,,,,,,,,,,"Wilson, Tamara",wilson_tamara,democrat,2,general_wayback,OH04,"Wilson, Tamara_2024_2",True,125905
Keith Pekau,IL,6.0,house,2024,R,6.0,H2IL06116,"PEKAU, KEITH",C,cand211552,H2IL061162022,NH2IL06116,1.116,federal:house,pekau,keith,,,,,,"Pekau, Keith",pekau_keith,republican,2,general_wayback,IL06,"Pekau, Keith_2024_2",False,
David Kustoff,TN,8.0,house,2024,R,8.0,H2TN07103,"KUSTOFF, DAVID",I,cand44777,H2TN071032022,N00025445,1.085,federal:house,kustoff,david,,,,,,"Kustoff, David",kustoff_david,republican,2,general_wayback,TN08,"Kustoff, David_2024_2",True,240411
Michael Zumbluskas,NY,12.0,house,2024,R,12.0,H2NY12221,"ZUMBLUSKAS, MICHAEL",C,cand212487,H2NY122212022,NH2NY12221,1.069,federal:house,zumbluskas,michael,,,,,,"Zumbluskas, Michael",zumbluskas_michael,republican,2,general_wayback,NY12,"Zumbluskas, Michael_2024_2",True,62989
Kenneth James Hartpence,FL,18.0,house,2024,R,18.0,H2FL09152,"HARTPENCE, KENNETH JAMES",C,cand155870,H2FL091522022,NH2FL09152,1.304,federal:house,hartpence,kenneth,,,,,,"Hartpence, Kenneth James",hartpence_kenneth,republican,2,general_wayback,FL18,"Hartpence, Kenneth James_2024_2",False,
Lew Webb,CO,3.0,house,2024,R,3.0,H4CO03464,"WEBB, LEW",O,,,,,,,,,,,,,"Webb, Lew",webb_lew,republican,2,general_wayback,CO03,"Webb, Lew_2024_2",False,
Shireen Sarah Ghorbani,UT,2.0,house,2024,D,2.0,H8UT02255,"GHORBANI, SHIREEN SARAH",C,cand142803,H8UT022552018,NH8UT02255,-1.089,federal:house,ghorbani,shireen,,,,,,"Ghorbani, Shireen Sarah",ghorbani_shireen,democrat,2,general_wayback,UT02,"Ghorbani, Shireen Sarah_2024_2",False,
Balaraju Raju Chinthala,IN,5.0,house,2024,R,5.0,H4IN05203,"CHINTHALA, BALARAJU RAJU",C,,,,,,,,,,,,,"Chinthala, Balaraju Raju",chinthala_balaraju,republican,2,general_wayback,IN05,"Chinthala, Balaraju Raju_2024_2",False,
Michael Cloud,TX,27.0,house,2024,R,27.0,H8TX27049,"CLOUD, MICHAEL",I,cand142793,H8TX270492022,NH8TX27049,1.356,federal:house,cloud,michael,,,,,,"Cloud, Michael",cloud_michael,republican,2,general_wayback,TX27,"Cloud, Michael_2024_2",True,183980
Manny Lopez,FL,17.0,house,2024,D,17.0,H4FL17052,"LOPEZ, MANNY",C,,,,,,,,,,,,,"Lopez, Manny",lopez_manny,democrat,2,general_wayback,FL17,"Lopez, Manny_2024_2",True,164566
Jannquell Peters,GA,13.0,house,2024,D,13.0,H0GA13123,"PETERS, JANNQUELL",C,cand149883,H0GA131232020,NH0GA13123,-1.005,federal:house,peters,jannquell,,,,,,"Peters, Jannquell",peters_jannquell,democrat,2,general_wayback,GA13,"Peters, Jannquell_2024_2",False,
Rebecca Balint,VT,0.0,house,2024,D,0.0,H2VT01076,"BALINT, REBECCA 'BECCA'",I,cand203817,H2VT010762022,NH2VT01076,-1.089,federal:house,balint,rebecca,,,,,,"Balint, Rebecca 'Becca'",balint_rebecca,democrat,2,general_wayback,VT01,"Balint, Rebecca 'Becca'_2024_2",False,
Anthony Hammes,WI,1.0,house,2024,D,1.0,H4WI01155,"HAMMES, ANTHONY",C,,,,,,,,,,,,,"Hammes, Anthony",hammes_anthony,democrat,2,general_wayback,WI01,"Hammes, Anthony_2024_2",False,
Raul Dr. Ruiz,CA,25.0,house,2024,D,25.0,H2CA36439,"RUIZ, RAUL DR.",I,cand40871,H2CA364392022,N00033510,-0.878,federal:house,ruiz,raul,,,,,,"Ruiz, Raul Dr.",ruiz_raul,democrat,2,general_wayback,CA25,"Ruiz, Raul Dr._2024_2",True,137837
Don Mr. Samuels,MN,5.0,house,2024,D,5.0,H2MN05208,"SAMUELS, DON MR.",C,cand211983,H2MN052082022,NH2MN05208,-0.374,federal:house,samuels,don,,,,,,"Samuels, Don Mr.",samuels_don,democrat,2,general_wayback,MN05,"Samuels, Don Mr._2024_2",False,
Vernon Buchanan,FL,16.0,house,2024,R,16.0,H6FL13148,"BUCHANAN, VERNON",I,cand974,207092022,N00027626,1.014,federal:house,buchanan,vernon,,,,,,"Buchanan, Vernon",buchanan_vernon,republican,2,general_wayback,FL16,"Buchanan, Vernon_2024_2",True,247516
Celina Mrs. Wilson,NY,1.0,house,2024,R,1.0,H2NY01265,"WILSON, CELINA MRS.",O,,,,,,,,,,,,,"Wilson, Celina Mrs.",wilson_celina,republican,2,general_wayback,NY01,"Wilson, Celina Mrs._2024_2",False,
Elspeth Snow Murday,SC,3.0,house,2024,R,3.0,H4SC03137,"MURDAY, ELSPETH SNOW",O,,,,,,,,,,,,,"Murday, Elspeth Snow",murday_elspeth,republican,2,general_wayback,SC03,"Murday, Elspeth Snow_2024_2",False,
Clifford B. Stearns,FL,3.0,house,2024,R,3.0,H8FL06056,"STEARNS, CLIFFORD B.",C,cand799,156272016,N00002782,0.844,federal:house,stearns,clifford,,,,,,"Stearns, Clifford B.",stearns_clifford,republican,2,general_wayback,FL03,"Stearns, Clifford B._2024_2",False,
Anthony Thomas Constantino,NY,21.0,house,2024,R,21.0,H6NY21157,"CONSTANTINO, ANTHONY THOMAS",,,,,,,,,,,,,,"Constantino, Anthony Thomas",constantino_anthony,republican,2,general_wayback,NY21,"Constantino, Anthony Thomas_2024_2",False,
Rana Abdelhamid,NY,12.0,house,2024,D,12.0,H2NY12197,"ABDELHAMID, RANA",C,cand212484,H2NY121972022,NH2NY12197,-1.101,federal:house,abdelhamid,rana,,,,,,"Abdelhamid, Rana",abdelhamid_rana,democrat,2,general_wayback,NY12,"Abdelhamid, Rana_2024_2",False,
Evan Hale Hutchison,NY,10.0,house,2024,D,10.0,H4NY10130,"HUTCHISON, EVAN HALE",C,,,,,,,,,,,,,"Hutchison, Evan Hale",hutchison_evan,democrat,2,general_wayback,NY10,"Hutchison, Evan Hale_2024_2",False,
Lateefah Simon,CA,12.0,house,2024,D,12.0,H4CA12154,"SIMON, LATEEFAH",O,,,,,,,,,,,,,"Simon, Lateefah",simon_lateefah,democrat,2,general_wayback,CA12,"Simon, Lateefah_2024_2",True,185176
Jeremy Hunt,GA,2.0,house,2024,R,2.0,H2GA02189,"HUNT, JEREMY",C,cand211390,H2GA021892022,NH2GA02189,1.374,federal:house,hunt,jeremy,,,,,,"Hunt, Jeremy",hunt_jeremy,republican,2,general_wayback,GA02,"Hunt, Jeremy_2024_2",False,
Lori Ann Ms. Camp,IN,2.0,house,2024,D,2.0,H4IN02192,"CAMP, LORI ANN MS.",C,,,,,,,,,,,,,"Camp, Lori Ann Ms.",camp_lori,democrat,2,general_wayback,IN02,"Camp, Lori Ann Ms._2024_2",True,101962
Ben Toma,AZ,8.0,house,2024,R,8.0,H4AZ08140,"TOMA, BEN",O,,,,,,,,,,,,,"Toma, Ben",toma_ben,republican,2,general_wayback,AZ08,"Toma, Ben_2024_2",False,
Ryan Seth Mr. Pfenninger,IN,5.0,house,2024,D,5.0,H4IN05278,"PFENNINGER, RYAN SETH MR.",C,,,,,,,,,,,,,"Pfenninger, Ryan Seth Mr.",pfenninger_ryan,democrat,2,general_wayback,IN05,"Pfenninger, Ryan Seth Mr._2024_2",False,
Seth Magaziner,RI,2.0,house,2024,D,2.0,H2RI02184,"MAGAZINER, SETH",I,cand198955,H2RI021842022,NH2RI02184,-0.772,federal:house,magaziner,seth,,,,,,"Magaziner, Seth",magaziner_seth,democrat,2,general_wayback,RI02,"Magaziner, Seth_2024_2",True,153439
Kelly Lynn Mrs Noland,MI,10.0,house,2024,D,10.0,H0MI10238,"NOLAND, KELLY LYNN MRS",O,cand157019,H0MI102382020,NH0MI10238,-1.111,federal:house,noland,kelly,,,,,,"Noland, Kelly Lynn Mrs",noland_kelly,democrat,2,general_wayback,MI10,"Noland, Kelly Lynn Mrs_2024_2",False,
Walter Michael Ezell,MS,4.0,house,2024,R,4.0,H2MS04258,"EZELL, WALTER MICHAEL",I,cand157232,H2MS042582022,NH2MS04258,1.117,federal:house,ezell,walter,,,,,,"Ezell, Walter Michael",ezell_walter,republican,2,general_wayback,MS04,"Ezell, Walter Michael_2024_2",True,215095
Raymond Lopez,IL,4.0,house,2024,D,4.0,H8IL04167,"LOPEZ, RAYMOND",C,cand143164,H8IL041672018,NH8IL04167,0.182,federal:house,lopez,raymond,,,,,,"Lopez, Raymond",lopez_raymond,democrat,2,general_wayback,IL04,"Lopez, Raymond_2024_2",False,
Diana L Degette,CO,1.0,house,2024,D,1.0,H6CO01141,"DEGETTE, DIANA L",I,cand1436,297102022,N00006134,-0.848,federal:house,degette,diana,,,,,,"Degette, Diana L",degette_diana,democrat,2,general_wayback,CO01,"Degette, Diana L_2024_2",True,264606
Michel Faulkner,NY,15.0,house,2024,R,15.0,H0NY15111,"FAULKNER , MICHEL",C,cand38348,H0NY151112014,N00031402,0.964,federal:house,faulkner,michel,,,,,,"Faulkner, Michel",faulkner_michel,republican,2,general_wayback,NY15,"Faulkner, Michel_2024_2",False,
Brad Knott,NC,13.0,house,2024,R,13.0,H4NC13116,"KNOTT, BRAD",O,,,,,,,,,,,,,"Knott, Brad",knott_brad,republican,2,general_wayback,NC13,"Knott, Brad_2024_2",True,243655
Leslie Mehta,VA,1.0,house,2024,D,1.0,H4VA01096,"MEHTA, LESLIE",C,,,,,,,,,,,,,"Mehta, Leslie",mehta_leslie,democrat,2,general_wayback,VA01,"Mehta, Leslie_2024_2",True,208445
Lynn Peterson,OR,5.0,house,2024,D,5.0,H4OR05296,"PETERSON, LYNN",C,,,,,,,,,,,,,"Peterson, Lynn",peterson_lynn,democrat,2,general_wayback,OR05,"Peterson, Lynn_2024_2",False,
James Comer,KY,1.0,house,2024,R,1.0,H6KY01110,"COMER, JAMES",I,cand63719,H6KY011102022,NH6KY01110,0.9,federal:house,comer,james,,,,,,"Comer, James",comer_james,republican,2,general_wayback,KY01,"Comer, James_2024_2",True,252729
Taylor Burks,MO,4.0,house,2024,R,4.0,H2MO04140,"BURKS, TAYLOR",O,cand212031,H2MO041402022,NH2MO04140,1.492,federal:house,burks,taylor,,,,,,"Burks, Taylor",burks_taylor,republican,2,general_wayback,MO04,"Burks, Taylor_2024_2",False,
Quentin Wittrock,MN,3.0,house,2024,R,3.0,H4MN03126,"WITTROCK, QUENTIN",O,,,,,,,,,,,,,"Wittrock, Quentin",wittrock_quentin,republican,2,general_wayback,MN03,"Wittrock, Quentin_2024_2",False,
